,Date,Time,CO(GT),C6H6(GT),NOx(GT),NO2(GT)
4404,9/10/04,6:00:00,0.7,5.5,144,73
4405,9/10/04,7:00:00,2.4,15.5,430,108
4406,9/10/04,8:00:00,4.1,28.3,606,147
4407,9/10/04,9:00:00,3.0,17.8,519,150
4408,9/10/04,10:00:00,2.0,12.8,353,131
4409,9/10/04,11:00:00,2.5,15.7,429,144
4410,9/10/04,12:00:00,2.4,15.4,345,151
4411,9/10/04,13:00:00,2.6,15.6,417,165
4412,9/10/04,14:00:00,1.9,12.6,276,135
4413,9/10/04,15:00:00,2.1,12.2,280,143
4414,9/10/04,16:00:00,2.5,13.4,365,153
4415,9/10/04,17:00:00,2.7,14.3,363,149
4416,9/10/04,18:00:00,3.3,16.5,393,164
4417,9/10/04,19:00:00,3.2,17.4,385,180
4418,9/10/04,20:00:00,2.6,12.9,307,159
4419,9/10/04,21:00:00,1.4,8.2,194,119
4420,9/10/04,22:00:00,1.6,9.2,205,127
4421,9/10/04,23:00:00,1.7,9.3,223,131
4422,9/11/04,0:00:00,1.6,10.4,176,101
4423,9/11/04,1:00:00,-200.0,6.2,-200,-200
4424,9/11/04,2:00:00,-200.0,4.2,-200,-200
4425,9/11/04,3:00:00,-200.0,3.1,-200,-200
4426,9/11/04,4:00:00,-200.0,2.3,-200,-200
4427,9/11/04,5:00:00,-200.0,3.1,-200,-200
4428,9/11/04,6:00:00,-200.0,4.0,-200,-200
4429,9/11/04,7:00:00,-200.0,10.8,-200,-200
4430,9/11/04,8:00:00,-200.0,13.0,-200,-200
4431,9/11/04,9:00:00,-200.0,10.3,-200,-200
4432,9/11/04,10:00:00,-200.0,16.3,-200,-200
4433,9/11/04,11:00:00,-200.0,12.7,-200,-200
4434,9/11/04,12:00:00,-200.0,9.7,-200,-200
4435,9/11/04,13:00:00,-200.0,9.1,-200,-200
4436,9/11/04,14:00:00,-200.0,7.0,-200,-200
4437,9/11/04,15:00:00,-200.0,7.0,-200,-200
4438,9/11/04,16:00:00,-200.0,9.5,-200,-200
4439,9/11/04,17:00:00,-200.0,9.8,-200,-200
4440,9/11/04,18:00:00,-200.0,11.7,-200,-200
4441,9/11/04,19:00:00,-200.0,13.9,-200,-200
4442,9/11/04,20:00:00,-200.0,8.7,-200,-200
4443,9/11/04,21:00:00,-200.0,10.9,-200,-200
4444,9/11/04,22:00:00,-200.0,12.3,-200,-200
4445,9/11/04,23:00:00,-200.0,12.4,-200,-200
4446,9/12/04,0:00:00,-200.0,12.1,-200,-200
4447,9/12/04,1:00:00,-200.0,8.0,-200,-200
4448,9/12/04,2:00:00,-200.0,8.4,-200,-200
4449,9/12/04,3:00:00,-200.0,4.9,-200,-200
4450,9/12/04,4:00:00,-200.0,4.2,-200,-200
4451,9/12/04,5:00:00,-200.0,2.3,-200,-200
4452,9/12/04,6:00:00,-200.0,2.5,-200,-200
4453,9/12/04,7:00:00,-200.0,4.9,-200,-200
4454,9/12/04,8:00:00,-200.0,6.6,-200,-200
4455,9/12/04,9:00:00,-200.0,6.5,-200,-200
4456,9/12/04,10:00:00,-200.0,6.4,-200,-200
4457,9/12/04,11:00:00,-200.0,5.6,-200,-200
4458,9/12/04,12:00:00,-200.0,6.4,-200,-200
4459,9/12/04,13:00:00,-200.0,7.6,-200,-200
4460,9/12/04,14:00:00,-200.0,3.5,-200,-200
4461,9/12/04,15:00:00,-200.0,3.3,-200,-200
4462,9/12/04,16:00:00,-200.0,6.6,-200,-200
4463,9/12/04,17:00:00,-200.0,8.3,-200,-200
4464,9/12/04,18:00:00,-200.0,8.0,-200,-200
4465,9/12/04,19:00:00,-200.0,12.6,-200,-200
4466,9/12/04,20:00:00,-200.0,17.5,-200,-200
4467,9/12/04,21:00:00,-200.0,14.8,-200,-200
4468,9/12/04,22:00:00,-200.0,23.3,-200,-200
4469,9/12/04,23:00:00,-200.0,12.2,-200,-200
4470,9/13/04,0:00:00,-200.0,7.2,-200,-200
4471,9/13/04,1:00:00,-200.0,4.6,-200,-200
4472,9/13/04,2:00:00,-200.0,3.8,-200,-200
4473,9/13/04,3:00:00,-200.0,3.7,-200,-200
4474,9/13/04,4:00:00,-200.0,4.0,-200,-200
4475,9/13/04,5:00:00,-200.0,5.5,-200,-200
4476,9/13/04,6:00:00,-200.0,8.3,-200,-200
4477,9/13/04,7:00:00,-200.0,28.2,-200,-200
4478,9/13/04,8:00:00,-200.0,32.1,-200,-200
4479,9/13/04,9:00:00,-200.0,17.7,-200,-200
4480,9/13/04,10:00:00,3.1,18.4,475,138
4481,9/13/04,11:00:00,2.9,16.3,395,138
4482,9/13/04,12:00:00,3.0,18.2,353,138
4483,9/13/04,13:00:00,3.0,17.9,397,137
4484,9/13/04,14:00:00,2.2,12.6,274,120
4485,9/13/04,15:00:00,2.0,11.3,505,208
4486,9/13/04,16:00:00,2.3,14.9,275,128
4487,9/13/04,17:00:00,3.1,18.5,360,145
4488,9/13/04,18:00:00,-200.0,25.2,-200,-200
4489,9/13/04,19:00:00,6.2,35.9,597,168
4490,9/13/04,20:00:00,4.7,26.7,728,177
4491,9/13/04,21:00:00,3.0,19.9,891,172
4492,9/13/04,22:00:00,2.1,14.6,346,112
4493,9/13/04,23:00:00,1.0,6.9,98,39
4494,9/14/04,0:00:00,0.8,5.6,144,68
4495,9/14/04,1:00:00,0.7,3.9,110,51
4496,9/14/04,2:00:00,-200.0,3.2,-200,-200
4497,9/14/04,3:00:00,-200.0,3.9,-200,-200
4498,9/14/04,4:00:00,-200.0,4.6,-200,-200
4499,9/14/04,5:00:00,-200.0,5.0,-200,-200
4500,9/14/04,6:00:00,-200.0,9.6,-200,-200
4501,9/14/04,7:00:00,-200.0,27.8,-200,-200
4502,9/14/04,8:00:00,-200.0,32.1,-200,-200
4503,9/14/04,9:00:00,-200.0,20.9,-200,-200
4504,9/14/04,10:00:00,-200.0,11.8,-200,-200
4505,9/14/04,11:00:00,-200.0,15.8,-200,-200
4506,9/14/04,12:00:00,-200.0,15.8,-200,-200
4507,9/14/04,13:00:00,-200.0,14.0,-200,-200
4508,9/14/04,14:00:00,-200.0,8.2,-200,-200
4509,9/14/04,15:00:00,-200.0,13.7,-200,-200
4510,9/14/04,16:00:00,-200.0,19.5,-200,-200
4511,9/14/04,17:00:00,-200.0,26.7,-200,-200
4512,9/14/04,18:00:00,-200.0,18.7,-200,-200
4513,9/14/04,19:00:00,-200.0,13.9,-200,-200
4514,9/14/04,20:00:00,-200.0,6.7,-200,-200
4515,9/14/04,21:00:00,-200.0,4.2,-200,-200
4516,9/14/04,22:00:00,-200.0,3.6,-200,-200
4517,9/14/04,23:00:00,-200.0,4.4,-200,-200
4518,9/15/04,0:00:00,-200.0,4.2,-200,-200
4519,9/15/04,1:00:00,-200.0,2.6,-200,-200
4520,9/15/04,2:00:00,-200.0,3.1,-200,-200
4521,9/15/04,3:00:00,-200.0,3.0,-200,-200
4522,9/15/04,4:00:00,-200.0,3.4,-200,-200
4523,9/15/04,5:00:00,-200.0,4.0,-200,-200
4524,9/15/04,6:00:00,-200.0,7.8,-200,-200
4525,9/15/04,7:00:00,-200.0,16.1,-200,-200
4526,9/15/04,8:00:00,-200.0,27.6,-200,-200
4527,9/15/04,9:00:00,-200.0,17.8,-200,-200
4528,9/15/04,10:00:00,-200.0,18.5,-200,-200
4529,9/15/04,11:00:00,-200.0,21.6,-200,-200
4530,9/15/04,12:00:00,-200.0,21.0,-200,-200
4531,9/15/04,13:00:00,-200.0,17.2,-200,-200
4532,9/15/04,14:00:00,-200.0,16.1,-200,-200
4533,9/15/04,15:00:00,-200.0,18.6,-200,-200
4534,9/15/04,16:00:00,-200.0,17.2,-200,-200
4535,9/15/04,17:00:00,3.3,17.3,341,112
4536,9/15/04,18:00:00,6.1,28.6,622,170
4537,9/15/04,19:00:00,6.7,31.8,615,173
4538,9/15/04,20:00:00,4.4,20.1,443,135
4539,9/15/04,21:00:00,1.9,9.2,219,93
4540,9/15/04,22:00:00,1.8,10.3,203,74
4541,9/15/04,23:00:00,1.5,8.6,165,69
4542,9/16/04,0:00:00,1.6,8.6,339,109
4543,9/16/04,1:00:00,0.8,4.8,103,55
4544,9/16/04,2:00:00,0.5,2.6,74,49
4545,9/16/04,3:00:00,0.7,4.3,-200,-200
4546,9/16/04,4:00:00,0.6,4.5,72,42
4547,9/16/04,5:00:00,0.9,6.6,180,50
4548,9/16/04,6:00:00,1.4,10.1,239,53
4549,9/16/04,7:00:00,4.2,23.4,664,86
4550,9/16/04,8:00:00,4.1,25.0,525,81
4551,9/16/04,9:00:00,3.6,21.6,543,96
4552,9/16/04,10:00:00,2.5,13.0,390,96
4553,9/16/04,11:00:00,1.3,6.8,217,79
4554,9/16/04,12:00:00,1.7,10.0,248,95
4555,9/16/04,13:00:00,2.1,11.7,333,127
4556,9/16/04,14:00:00,1.7,9.8,279,102
4557,9/16/04,15:00:00,1.9,10.2,339,107
4558,9/16/04,16:00:00,2.3,12.0,315,110
4559,9/16/04,17:00:00,3.3,17.7,365,124
4560,9/16/04,18:00:00,3.5,18.8,338,113
4561,9/16/04,19:00:00,3.6,17.6,318,104
4562,9/16/04,20:00:00,2.9,13.8,302,117
4563,9/16/04,21:00:00,2.0,9.4,214,94
4564,9/16/04,22:00:00,1.9,9.6,-200,-200
4565,9/16/04,23:00:00,1.5,8.5,-200,-200
4566,9/17/04,0:00:00,1.1,10.7,363,109
4567,9/17/04,1:00:00,0.8,6.1,178,72
4568,9/17/04,2:00:00,0.5,3.2,55,40
4569,9/17/04,3:00:00,0.4,2.0,-200,-200
4570,9/17/04,4:00:00,0.3,1.2,32,23
4571,9/17/04,5:00:00,0.3,1.3,35,24
4572,9/17/04,6:00:00,0.5,2.2,84,41
4573,9/17/04,7:00:00,2.4,14.6,456,99
4574,9/17/04,8:00:00,2.2,9.7,342,91
4575,9/17/04,9:00:00,1.4,6.7,239,81
4576,9/17/04,10:00:00,1.6,7.6,337,95
4577,9/17/04,11:00:00,1.6,8.6,351,113
4578,9/17/04,12:00:00,1.6,9.0,209,89
4579,9/17/04,13:00:00,2.1,10.7,257,88
4580,9/17/04,14:00:00,1.1,6.3,169,81
4581,9/17/04,15:00:00,1.6,9.4,216,82
4582,9/17/04,16:00:00,2.4,12.5,303,115
4583,9/17/04,17:00:00,2.9,15.2,320,112
4584,9/17/04,18:00:00,2.7,14.8,310,116
4585,9/17/04,19:00:00,3.1,15.9,341,129
4586,9/17/04,20:00:00,2.2,10.0,272,110
4587,9/17/04,21:00:00,1.5,6.9,229,105
4588,9/17/04,22:00:00,1.2,5.5,168,90
4589,9/17/04,23:00:00,1.3,6.3,173,94
4590,9/18/04,0:00:00,1.4,6.7,186,96
4591,9/18/04,1:00:00,0.9,3.7,112,70
4592,9/18/04,2:00:00,0.7,3.2,79,57
4593,9/18/04,3:00:00,0.6,2.4,-200,-200
4594,9/18/04,4:00:00,-200.0,2.7,62,45
4595,9/18/04,5:00:00,0.5,2.3,58,42
4596,9/18/04,6:00:00,0.8,3.6,122,71
4597,9/18/04,7:00:00,1.2,6.4,173,82
4598,9/18/04,8:00:00,1.1,5.0,176,81
4599,9/18/04,9:00:00,1.6,7.9,233,89
4600,9/18/04,10:00:00,1.4,6.6,210,83
4601,9/18/04,11:00:00,1.2,5.2,178,82
4602,9/18/04,12:00:00,1.4,6.6,189,78
4603,9/18/04,13:00:00,1.6,7.6,210,79
4604,9/18/04,14:00:00,1.1,5.0,162,78
4605,9/18/04,15:00:00,1.1,5.3,137,73
4606,9/18/04,16:00:00,1.3,5.3,165,73
4607,9/18/04,17:00:00,1.5,6.5,204,100
4608,9/18/04,18:00:00,2.0,9.2,266,122
4609,9/18/04,19:00:00,2.4,11.6,299,132
4610,9/18/04,20:00:00,2.0,9.2,234,116
4611,9/18/04,21:00:00,1.5,7.5,181,109
4612,9/18/04,22:00:00,1.7,9.0,210,109
4613,9/18/04,23:00:00,2.5,12.1,304,116
4614,9/19/04,0:00:00,2.2,10.5,255,104
4615,9/19/04,1:00:00,1.4,7.1,149,81
4616,9/19/04,2:00:00,1.2,6.2,112,64
4617,9/19/04,3:00:00,1.2,7.8,-200,-200
4618,9/19/04,4:00:00,0.9,3.8,90,54
4619,9/19/04,5:00:00,0.5,2.3,46,35
4620,9/19/04,6:00:00,0.6,2.9,76,44
4621,9/19/04,7:00:00,1.0,4.8,139,62
4622,9/19/04,8:00:00,1.3,7.7,179,68
4623,9/19/04,9:00:00,1.7,8.8,224,85
4624,9/19/04,10:00:00,2.2,10.6,272,110
4625,9/19/04,11:00:00,2.1,10.2,251,115
4626,9/19/04,12:00:00,2.2,11.0,250,129
4627,9/19/04,13:00:00,2.0,11.9,178,106
4628,9/19/04,14:00:00,2.0,10.8,137,87
4629,9/19/04,15:00:00,1.2,5.1,119,70
4630,9/19/04,16:00:00,1.8,8.3,193,106
4631,9/19/04,17:00:00,4.3,20.7,329,151
4632,9/19/04,18:00:00,3.8,16.8,413,179
4633,9/19/04,19:00:00,4.4,20.4,489,188
4634,9/19/04,20:00:00,3.8,15.3,470,187
4635,9/19/04,21:00:00,1.9,8.8,228,121
4636,9/19/04,22:00:00,1.7,8.5,169,99
4637,9/19/04,23:00:00,1.8,8.7,189,100
4638,9/20/04,0:00:00,1.1,5.7,100,79
4639,9/20/04,1:00:00,0.8,4.0,71,57
4640,9/20/04,2:00:00,0.7,3.0,52,43
4641,9/20/04,3:00:00,0.6,2.2,-200,-200
4642,9/20/04,4:00:00,0.5,2.2,57,50
4643,9/20/04,5:00:00,0.5,2.7,69,47
4644,9/20/04,6:00:00,0.9,4.7,126,60
4645,9/20/04,7:00:00,3.5,21.7,376,91
4646,9/20/04,8:00:00,-200.0,32.2,-200,-200
4647,9/20/04,9:00:00,5.7,27.5,737,159
4648,9/20/04,10:00:00,3.5,18.1,481,173
4649,9/20/04,11:00:00,3.7,18.6,425,174
4650,9/20/04,12:00:00,3.1,17.6,330,165
4651,9/20/04,13:00:00,3.0,16.3,303,136
4652,9/20/04,14:00:00,2.6,11.8,283,125
4653,9/20/04,15:00:00,2.4,11.9,264,122
4654,9/20/04,16:00:00,2.6,15.5,280,124
4655,9/20/04,17:00:00,5.0,28.8,505,184
4656,9/20/04,18:00:00,5.6,31.1,566,200
4657,9/20/04,19:00:00,6.5,34.9,681,225
4658,9/20/04,20:00:00,4.1,19.5,448,168
4659,9/20/04,21:00:00,2.1,11.7,231,118
4660,9/20/04,22:00:00,2.0,9.9,230,115
4661,9/20/04,23:00:00,1.4,7.7,146,94
4662,9/21/04,0:00:00,0.8,4.4,77,62
4663,9/21/04,1:00:00,0.8,4.1,82,68
4664,9/21/04,2:00:00,0.6,3.1,55,50
4665,9/21/04,3:00:00,0.5,2.4,-200,-200
4666,9/21/04,4:00:00,0.4,2.1,42,36
4667,9/21/04,5:00:00,0.6,3.3,102,53
4668,9/21/04,6:00:00,1.4,8.1,231,79
4669,9/21/04,7:00:00,5.6,31.4,699,133
4670,9/21/04,8:00:00,7.3,41.2,738,148
4671,9/21/04,9:00:00,5.3,27.3,665,161
4672,9/21/04,10:00:00,4.4,24.2,598,191
4673,9/21/04,11:00:00,3.1,17.0,340,158
4674,9/21/04,12:00:00,3.3,17.7,374,157
4675,9/21/04,13:00:00,3.8,19.3,401,188
4676,9/21/04,14:00:00,2.3,12.7,275,143
4677,9/21/04,15:00:00,2.6,14.6,278,152
4678,9/21/04,16:00:00,3.2,17.8,342,168
4679,9/21/04,17:00:00,5.0,26.6,479,205
4680,9/21/04,18:00:00,5.6,30.3,553,204
4681,9/21/04,19:00:00,5.4,28.7,531,210
4682,9/21/04,20:00:00,4.4,20.0,428,173
4683,9/21/04,21:00:00,2.4,11.9,229,123
4684,9/21/04,22:00:00,1.5,8.1,145,92
4685,9/21/04,23:00:00,1.3,7.7,112,77
4686,9/22/04,0:00:00,1.1,5.9,99,74
4687,9/22/04,1:00:00,1.0,5.1,98,74
4688,9/22/04,2:00:00,0.6,2.4,54,47
4689,9/22/04,3:00:00,0.5,2.4,-200,-200
4690,9/22/04,4:00:00,0.6,3.8,59,44
4691,9/22/04,5:00:00,0.8,5.0,162,69
4692,9/22/04,6:00:00,1.5,9.7,268,79
4693,9/22/04,7:00:00,4.1,25.9,531,108
4694,9/22/04,8:00:00,5.5,34.3,517,119
4695,9/22/04,9:00:00,5.5,29.0,701,165
4696,9/22/04,10:00:00,3.7,20.0,510,172
4697,9/22/04,11:00:00,3.3,18.3,415,180
4698,9/22/04,12:00:00,2.5,13.4,243,130
4699,9/22/04,13:00:00,2.6,14.0,267,120
4700,9/22/04,14:00:00,2.2,12.1,233,117
4701,9/22/04,15:00:00,2.6,15.3,295,141
4702,9/22/04,16:00:00,2.9,16.1,309,151
4703,9/22/04,17:00:00,5.0,27.3,506,218
4704,9/22/04,18:00:00,5.1,26.2,479,213
4705,9/22/04,19:00:00,5.2,26.7,460,194
4706,9/22/04,20:00:00,3.8,18.3,363,167
4707,9/22/04,21:00:00,2.2,11.9,213,115
4708,9/22/04,22:00:00,2.1,11.5,183,98
4709,9/22/04,23:00:00,1.8,9.6,163,93
4710,9/23/04,0:00:00,1.6,8.0,152,87
4711,9/23/04,1:00:00,1.4,6.9,104,71
4712,9/23/04,2:00:00,0.8,3.7,61,49
4713,9/23/04,3:00:00,0.5,2.4,-200,-200
4714,9/23/04,4:00:00,-200.0,2.2,54,44
4715,9/23/04,5:00:00,0.5,2.5,84,58
4716,9/23/04,6:00:00,0.9,6.3,132,66
4717,9/23/04,7:00:00,3.2,21.6,422,112
4718,9/23/04,8:00:00,2.8,18.8,282,104
4719,9/23/04,9:00:00,2.7,18.1,293,103
4720,9/23/04,10:00:00,2.4,14.8,334,118
4721,9/23/04,11:00:00,2.7,15.9,324,129
4722,9/23/04,12:00:00,2.8,16.1,294,127
4723,9/23/04,13:00:00,2.9,17.2,273,130
4724,9/23/04,14:00:00,2.6,15.8,275,130
4725,9/23/04,15:00:00,2.6,15.1,282,118
4726,9/23/04,16:00:00,3.2,18.9,323,146
4727,9/23/04,17:00:00,4.6,25.2,442,190
4728,9/23/04,18:00:00,4.9,26.1,431,189
4729,9/23/04,19:00:00,4.7,25.6,402,173
4730,9/23/04,20:00:00,3.3,16.9,313,148
4731,9/23/04,21:00:00,2.3,12.6,228,116
4732,9/23/04,22:00:00,2.1,10.3,218,109
4733,9/23/04,23:00:00,1.7,8.9,179,94
4734,9/24/04,0:00:00,1.0,6.5,97,64
4735,9/24/04,1:00:00,0.9,5.3,83,59
4736,9/24/04,2:00:00,0.7,4.6,80,64
4737,9/24/04,3:00:00,0.4,2.0,-200,-200
4738,9/24/04,4:00:00,0.4,2.5,66,52
4739,9/24/04,5:00:00,0.5,2.8,109,55
4740,9/24/04,6:00:00,1.3,8.4,232,83
4741,9/24/04,7:00:00,3.5,21.1,535,114
4742,9/24/04,8:00:00,5.5,34.0,684,137
4743,9/24/04,9:00:00,5.6,29.4,803,160
4744,9/24/04,10:00:00,3.4,20.3,539,138
4745,9/24/04,11:00:00,3.2,18.4,364,134
4746,9/24/04,12:00:00,3.7,22.3,422,143
4747,9/24/04,13:00:00,4.6,26.9,483,153
4748,9/24/04,14:00:00,4.2,24.0,496,145
4749,9/24/04,15:00:00,3.3,19.3,403,123
4750,9/24/04,16:00:00,2.7,14.5,282,96
4751,9/24/04,17:00:00,2.2,11.1,268,107
4752,9/24/04,18:00:00,2.8,10.4,306,119
4753,9/24/04,19:00:00,2.9,10.5,293,109
4754,9/24/04,20:00:00,2.0,5.8,240,107
4755,9/24/04,21:00:00,0.7,2.2,93,57
4756,9/24/04,22:00:00,0.6,2.0,99,60
4757,9/24/04,23:00:00,1.2,3.8,55,22
4758,9/25/04,0:00:00,1.2,3.9,19,2
4759,9/25/04,1:00:00,1.1,3.7,26,7
4760,9/25/04,2:00:00,0.6,1.7,26,8
4761,9/25/04,3:00:00,0.3,1.0,-200,-200
4762,9/25/04,4:00:00,0.3,1.0,42,27
4763,9/25/04,5:00:00,0.3,0.9,32,14
4764,9/25/04,6:00:00,0.4,1.3,25,3
4765,9/25/04,7:00:00,0.6,2.1,28,9
4766,9/25/04,8:00:00,0.7,2.5,41,14
4767,9/25/04,9:00:00,1.0,4.6,130,52
4768,9/25/04,10:00:00,1.1,4.3,173,64
4769,9/25/04,11:00:00,1.5,6.5,168,66
4770,9/25/04,12:00:00,1.4,6.0,51,14
4771,9/25/04,13:00:00,1.4,6.0,31,9
4772,9/25/04,14:00:00,1.0,4.5,41,12
4773,9/25/04,15:00:00,0.9,3.9,41,14
4774,9/25/04,16:00:00,1.1,4.6,54,21
4775,9/25/04,17:00:00,1.3,6.7,112,43
4776,9/25/04,18:00:00,1.8,8.9,178,62
4777,9/25/04,19:00:00,2.4,9.8,218,68
4778,9/25/04,20:00:00,2.7,10.8,241,81
4779,9/25/04,21:00:00,1.7,7.4,223,88
4780,9/25/04,22:00:00,2.2,10.3,279,99
4781,9/25/04,23:00:00,2.8,13.8,330,98
4782,9/26/04,0:00:00,2.4,10.9,330,97
4783,9/26/04,1:00:00,2.5,11.7,341,101
4784,9/26/04,2:00:00,1.4,7.8,205,90
4785,9/26/04,3:00:00,1.4,7.7,-200,-200
4786,9/26/04,4:00:00,-200.0,5.5,130,61
4787,9/26/04,5:00:00,0.9,4.5,102,55
4788,9/26/04,6:00:00,0.6,3.3,79,46
4789,9/26/04,7:00:00,1.0,5.4,148,56
4790,9/26/04,8:00:00,1.6,8.2,261,83
4791,9/26/04,9:00:00,0.9,3.0,107,55
4792,9/26/04,10:00:00,0.9,3.0,103,47
4793,9/26/04,11:00:00,1.0,3.5,122,61
4794,9/26/04,12:00:00,1.0,3.6,127,58
4795,9/26/04,13:00:00,0.9,4.0,110,59
4796,9/26/04,14:00:00,0.9,4.2,98,54
4797,9/26/04,15:00:00,0.9,3.1,146,69
4798,9/26/04,16:00:00,0.9,3.5,119,54
4799,9/26/04,17:00:00,2.7,10.3,234,95
4800,9/26/04,18:00:00,2.2,7.8,261,99
4801,9/26/04,19:00:00,3.3,10.7,371,127
4802,9/26/04,20:00:00,2.1,7.3,266,98
4803,9/26/04,21:00:00,1.8,7.7,268,112
4804,9/26/04,22:00:00,1.9,8.6,294,115
4805,9/26/04,23:00:00,2.3,10.0,303,114
4806,9/27/04,0:00:00,1.9,8.5,241,103
4807,9/27/04,1:00:00,1.3,5.8,142,81
4808,9/27/04,2:00:00,1.0,5.0,110,75
4809,9/27/04,3:00:00,0.6,2.9,-200,-200
4810,9/27/04,4:00:00,0.6,3.4,104,64
4811,9/27/04,5:00:00,0.9,5.6,179,71
4812,9/27/04,6:00:00,1.5,9.0,361,99
4813,9/27/04,7:00:00,5.5,26.9,799,132
4814,9/27/04,8:00:00,4.0,18.8,614,135
4815,9/27/04,9:00:00,1.8,8.2,275,94
4816,9/27/04,10:00:00,1.9,9.1,325,103
4817,9/27/04,11:00:00,1.7,9.2,327,123
4818,9/27/04,12:00:00,1.6,8.3,252,95
4819,9/27/04,13:00:00,1.9,9.1,226,90
4820,9/27/04,14:00:00,1.6,9.2,230,99
4821,9/27/04,15:00:00,1.8,9.6,244,107
4822,9/27/04,16:00:00,2.0,11.8,251,112
4823,9/27/04,17:00:00,3.1,17.3,346,132
4824,9/27/04,18:00:00,3.9,17.8,407,148
4825,9/27/04,19:00:00,4.3,20.9,490,158
4826,9/27/04,20:00:00,3.5,14.9,434,145
4827,9/27/04,21:00:00,2.4,11.3,345,128
4828,9/27/04,22:00:00,1.5,8.4,192,105
4829,9/27/04,23:00:00,1.3,6.8,157,90
4830,9/28/04,0:00:00,1.0,4.9,148,85
4831,9/28/04,1:00:00,0.8,3.5,105,73
4832,9/28/04,2:00:00,0.5,2.8,141,74
4833,9/28/04,3:00:00,0.4,2.1,-200,-200
4834,9/28/04,4:00:00,0.5,2.2,107,61
4835,9/28/04,5:00:00,0.7,3.9,166,69
4836,9/28/04,6:00:00,1.2,7.3,241,82
4837,9/28/04,7:00:00,2.4,15.5,368,120
4838,9/28/04,8:00:00,4.3,27.1,498,135
4839,9/28/04,9:00:00,4.1,21.3,641,152
4840,9/28/04,10:00:00,3.7,19.9,667,177
4841,9/28/04,11:00:00,3.4,19.4,550,181
4842,9/28/04,12:00:00,3.8,21.8,483,176
4843,9/28/04,13:00:00,4.1,21.7,524,163
4844,9/28/04,14:00:00,3.4,18.9,481,174
4845,9/28/04,15:00:00,2.3,13.0,305,117
4846,9/28/04,16:00:00,3.2,18.8,396,145
4847,9/28/04,17:00:00,4.8,26.8,501,173
4848,9/28/04,18:00:00,6.7,36.9,702,204
4849,9/28/04,19:00:00,7.5,39.3,755,209
4850,9/28/04,20:00:00,4.5,23.1,524,175
4851,9/28/04,21:00:00,2.1,11.6,247,129
4852,9/28/04,22:00:00,1.5,8.3,196,111
4853,9/28/04,23:00:00,1.1,5.7,135,85
4854,9/29/04,0:00:00,1.1,5.9,146,86
4855,9/29/04,1:00:00,0.9,4.1,106,71
4856,9/29/04,2:00:00,0.5,2.2,70,60
4857,9/29/04,3:00:00,0.4,2.0,-200,-200
4858,9/29/04,4:00:00,-200.0,2.2,62,48
4859,9/29/04,5:00:00,0.4,2.0,60,45
4860,9/29/04,6:00:00,0.7,4.0,92,53
4861,9/29/04,7:00:00,2.0,13.4,277,94
4862,9/29/04,8:00:00,4.2,28.0,600,122
4863,9/29/04,9:00:00,5.2,28.6,693,170
4864,9/29/04,10:00:00,3.8,21.4,617,174
4865,9/29/04,11:00:00,3.7,19.1,569,191
4866,9/29/04,12:00:00,3.4,19.6,409,179
4867,9/29/04,13:00:00,3.1,15.8,335,148
4868,9/29/04,14:00:00,2.4,13.5,290,129
4869,9/29/04,15:00:00,2.8,15.9,312,148
4870,9/29/04,16:00:00,3.6,19.9,440,184
4871,9/29/04,17:00:00,4.0,21.6,450,188
4872,9/29/04,18:00:00,5.6,31.0,578,204
4873,9/29/04,19:00:00,6.3,34.1,615,201
4874,9/29/04,20:00:00,4.7,22.8,536,165
4875,9/29/04,21:00:00,1.9,12.3,238,133
4876,9/29/04,22:00:00,1.9,10.9,249,125
4877,9/29/04,23:00:00,1.2,7.1,150,101
4878,9/30/04,0:00:00,0.9,5.7,108,79
4879,9/30/04,1:00:00,-200.0,5.3,-200,-200
4880,9/30/04,2:00:00,-200.0,2.9,-200,-200
4881,9/30/04,3:00:00,-200.0,1.9,-200,-200
4882,9/30/04,4:00:00,-200.0,2.4,-200,-200
4883,9/30/04,5:00:00,-200.0,4.0,-200,-200
4884,9/30/04,6:00:00,-200.0,8.1,-200,-200
4885,9/30/04,7:00:00,-200.0,24.8,-200,-200
4886,9/30/04,8:00:00,-200.0,36.3,-200,-200
4887,9/30/04,9:00:00,-200.0,20.9,-200,-200
4888,9/30/04,10:00:00,-200.0,22.2,-200,-200
4889,9/30/04,11:00:00,-200.0,23.5,-200,-200
4890,9/30/04,12:00:00,1.7,10.8,-200,-200
4891,9/30/04,13:00:00,1.7,11.2,223,101
4892,9/30/04,14:00:00,2.2,15.1,267,113
4893,9/30/04,15:00:00,2.8,17.4,308,121
4894,9/30/04,16:00:00,3.9,23.4,422,146
4895,9/30/04,17:00:00,6.5,35.9,623,188
4896,9/30/04,18:00:00,6.3,34.0,572,182
4897,9/30/04,19:00:00,5.7,30.1,514,166
4898,9/30/04,20:00:00,4.4,20.0,414,142
4899,9/30/04,21:00:00,1.6,10.5,143,84
4900,9/30/04,22:00:00,1.5,9.0,147,87
4901,9/30/04,23:00:00,1.7,10.7,159,91
4902,10/1/04,0:00:00,1.9,10.4,206,91
4903,10/1/04,1:00:00,1.6,9.7,140,74
4904,10/1/04,2:00:00,1.3,6.9,132,69
4905,10/1/04,3:00:00,0.8,4.0,-200,-200
4906,10/1/04,4:00:00,0.6,3.0,81,54
